Trip_ID,Route_ID,Route_Name,Route_Description,Origin,Destination,Representative_Stop,Latitude,Longitude,Date,Hour,Minute,Weekday,Is_Weekend,Month,Season,Peak_Hour,Weather,Temperature_C,Rainfall_mm,Humidity_pct,Traffic_Level,Traffic_Index,Distance_km_Proxy,Scheduled_Arrival,Actual_Arrival_Simulated,Delay_Minutes,Delay_Severity,Passenger_Count_Simulated,Passenger_Disruption_Score,Transport_Data_Source,Transport_Data_Status,Weather_Data_Status,Traffic_Data_Status,Delay_Data_Status,Passenger_Data_Status,Representative_Coordinate_Note
CHN108614,22857,76,M.G.R.Koyambedu TO Medavakkam Rd.Jn,M.G.R.Koyambedu,Medavakkam Rd.Jn,Madhavaram Post Box,13.1424,80.23674,2025-11-10,9,45,Monday,0,11,Northeast_Monsoon,1,Clear,29.2,0.0,66.4,Moderate,55.3,17.3,09:45,2025-11-10 09:56,11.6,Moderate,45,22.5,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108615,21107,580 R1,Avadi B.T TO Arani,Avadi B.T,Arani,Saidapet Depot,13.01457,80.2252,2025-04-01,9,25,Tuesday,0,4,Summer,1,Clear,32.6,0.0,64.0,High,76.9,20.88,09:25,2025-04-01 09:40,15.3,Severe,54,54.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108616,21354,A54C R1,Poonamallee TO  Avadi,Poonamallee,Avadi,Dr Supermarket Mogapair West,13.08179,80.16712,2025-05-10,13,55,Saturday,1,5,Summer,0,Clear,30.5,0.0,61.7,Low,5.0,25.38,13:55,2025-05-10 13:55,0.0,On Time,33,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108617,17800,114,M.G.R.Koyambedu TO Poochi Athipet,M.G.R.Koyambedu,Poochi Athipet,Blue Star,13.08478,80.21093,2025-12-09,21,15,Tuesday,0,12,Northeast_Monsoon,0,Rainy,22.6,3.87,87.3,Moderate,38.1,17.51,21:15,2025-12-09 21:22,7.8,Moderate,22,11.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108618,22245,155A CT,Nehru Nagar TO Pazhanthandalam,Nehru Nagar,Pazhanthandalam,Cancer Hospital,13.01089,80.24885,2025-07-01,15,40,Tuesday,0,7,Southwest_Monsoon,0,Clear,31.7,0.0,63.9,Low,30.2,26.75,15:40,2025-07-01 15:40,0.0,On Time,30,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108619,23826,11M R,Iyyappanthangal  B.S TO  Royapuram terminus,Iyyappanthangal  B.S,Royapuram terminus,Sidco Kunrathur,12.96903,80.09526,2026-01-07,7,0,Wednesday,0,1,Winter,1,Cloudy,22.9,0.0,58.7,Very High,87.2,20.31,07:00,2026-01-07 07:20,20.4,Severe,63,63.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108620,18845,15BEt CT,Thangal Tollgate TO M.G.R.Koyambedu,Thangal Tollgate,M.G.R.Koyambedu,Mrc Nagar,13.02108,80.27014,2026-06-29,15,55,Monday,0,6,Southwest_Monsoon,0,Cloudy,30.1,0.0,64.0,Low,15.5,26.13,15:55,2026-06-29 15:57,2.9,On Time,33,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108621,23638,P91,Kilambakkam TO  Thiruvanmiyur,Kilambakkam,Thiruvanmiyur,Perambur Railway Station,13.10835,80.24464,2025-02-17,14,25,Monday,0,2,Winter,0,Clear,26.3,0.0,74.3,Low,5.0,25.88,14:25,2025-02-17 14:32,7.0,Moderate,44,22.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108622,23119,T29C,Thiruvanmiyur TO Perambur Bus Terminus,Thiruvanmiyur,Perambur Bus Terminus,Vels University,12.95452,80.15936,2025-12-17,11,30,Wednesday,0,12,Northeast_Monsoon,0,Rainy,26.1,1.64,98.0,Moderate,37.4,12.39,11:30,2025-12-17 11:37,7.7,Moderate,53,26.5,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108623,23897,10A R,Saidapet West TO Thangal Tollgate,Saidapet West,Thangal Tollgate,Raaki Theatre,13.12278,80.14821,2026-03-25,9,45,Wednesday,0,3,Summer,1,Cloudy,30.4,0.0,74.1,High,89.3,22.49,09:45,2026-03-25 10:00,15.0,Moderate,46,23.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108624,21100,6DET CT,Foreshore TO Sathuma Nagar,Foreshore,Sathuma Nagar,Chrompet Govt. Hospital,12.94328,80.1337,2025-03-18,17,15,Tuesday,0,3,Summer,1,Clear,30.5,0.0,66.4,Moderate,47.6,17.67,17:15,2025-03-18 17:27,12.6,Moderate,42,21.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108625,18220,54T,Poonamallee  B.S TO Chembarambakkam,Poonamallee  B.S,Chembarambakkam,Kovilpathagai Bharathi Nagar,13.14536,80.10456,2026-03-04,15,45,Wednesday,0,3,Summer,0,Cloudy,29.7,0.0,74.2,Low,24.2,14.44,15:45,2026-03-04 15:45,0.0,On Time,30,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108626,12858,79V,Venbakkam TO Tambaram West,Venbakkam,Tambaram West,Tellus Avenue,12.86943,80.1914,2025-10-05,12,10,Sunday,1,10,Northeast_Monsoon,0,Heavy Rain,29.4,14.12,71.1,Moderate,56.1,16.93,12:10,2025-10-05 12:21,11.0,Moderate,36,18.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108627,22051,35C,Ayanavaram B.T TO Korattur,Ayanavaram B.T,Korattur,Ambattur Police Station,13.0952,80.1636,2025-12-10,8,25,Wednesday,0,12,Northeast_Monsoon,1,Clear,25.5,0.0,63.0,Very High,77.0,10.09,08:25,2025-12-10 08:42,17.4,Severe,69,69.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108628,23149,523 CT,Mullipakkam TO Thiruvanmiyur,Mullipakkam,Thiruvanmiyur,Mannur Village,13.02138,79.95532,2025-01-29,7,20,Wednesday,0,1,Winter,1,Clear,25.3,0.0,66.8,Moderate,46.1,12.88,07:20,2025-01-29 07:26,6.7,Moderate,35,17.5,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108629,20436,M88 CT4,Iyyappanthangal TO Kundrathur B.T,Iyyappanthangal,Kundrathur B.T,Athipedu,13.27517,80.15107,2025-08-26,8,25,Tuesday,0,8,Southwest_Monsoon,1,Clear,32.7,0.0,66.3,High,70.3,23.81,08:25,2025-08-26 08:35,10.1,Moderate,58,29.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108630,23335,10E R1,Saidapet West Bus Stand TO  Royapuram terminus,Saidapet West Bus Stand,Royapuram terminus,Mannady Police Quarters,13.09774,80.28652,2025-07-20,16,35,Sunday,1,7,Southwest_Monsoon,0,Clear,32.2,0.0,71.7,Low,9.1,15.46,16:35,2025-07-20 16:36,1.2,On Time,48,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108631,11603,514Et,Periyapalayam TO Redhills,Periyapalayam,Redhills,M.M.C Veterinary University,13.16164,80.24413,2025-03-25,5,35,Tuesday,0,3,Summer,0,Clear,27.7,0.0,71.4,Low,20.6,25.13,05:35,2025-03-25 05:39,4.5,On Time,34,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108632,23335,10E R1,Saidapet West Bus Stand TO  Royapuram terminus,Saidapet West Bus Stand,Royapuram terminus,Surapet,13.14423,80.18823,2026-02-21,6,15,Saturday,1,2,Winter,0,Clear,27.4,0.0,81.0,Low,5.0,15.46,06:15,2026-02-21 06:15,0.0,On Time,59,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108633,10415,166K,Kilambakkam B.T TO Kovur,Kilambakkam B.T,Kovur,Porur Junction,13.03429,80.1557,2025-10-04,22,55,Saturday,1,10,Northeast_Monsoon,0,Clear,25.7,0.0,65.6,Low,11.0,20.48,22:55,2025-10-04 22:57,2.4,On Time,33,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108634,19480,4 CT7,Ennore TO Secretariat,Ennore,Secretariat,Ganapathy Colony,13.0932,80.22549,2026-04-25,9,40,Saturday,1,4,Summer,0,Cloudy,31.6,0.0,75.5,Low,5.0,26.84,09:40,2026-04-25 09:48,8.1,Moderate,40,20.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108635,16576,25,Iyyapanthangal TO Anna Square,Iyyapanthangal,Anna Square,Pondicherry Guest House,13.0419,80.1934,2025-03-28,7,10,Friday,0,3,Summer,1,Clear,27.3,0.0,65.6,High,58.3,25.86,07:10,2025-03-28 07:26,16.1,Severe,47,47.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108636,16303,170Tx,Moolakadai TO Kilambakkam B.S,Moolakadai,Kilambakkam B.S,Koyambedu Market,13.06696,80.19137,2026-02-04,22,10,Wednesday,0,2,Winter,0,Clear,27.6,0.0,62.4,Low,17.0,27.25,22:10,2026-02-04 22:11,1.9,On Time,49,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108637,18877,70E CT,Ayanavaram B.T TO Kilambakkam B.T,Ayanavaram B.T,Kilambakkam B.T,Bethal Nagar,12.92434,80.25123,2025-11-27,12,25,Thursday,0,11,Northeast_Monsoon,0,Clear,26.4,0.0,57.7,Moderate,45.0,22.28,12:25,2025-11-27 12:32,7.7,Moderate,58,29.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108638,23338,26 R1,Poonamallee Terminus TO Royapuram terminus,Poonamallee Terminus,Royapuram terminus,Sbi Bank Housing Board,12.98923,80.21473,2025-12-22,5,55,Monday,0,12,Northeast_Monsoon,0,Clear,27.9,0.0,68.6,Moderate,50.6,27.84,05:55,2025-12-22 05:59,4.1,On Time,30,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108639,11151,29B,Perambur B.T TO Gemini,Perambur B.T,Gemini,Periya Mangodu,13.48872,80.19589,2025-06-19,12,50,Thursday,0,6,Southwest_Monsoon,0,Clear,30.4,0.0,65.1,Low,5.0,13.93,12:50,2025-06-19 12:50,0.0,On Time,47,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108640,11529,500R,Tambaram West TO Maraimalai Nagar I.E.,Tambaram West,Maraimalai Nagar I.E.,Madhavaram Post Box,13.1424,80.23674,2026-01-13,5,15,Tuesday,0,1,Winter,0,Clear,23.2,0.0,52.8,High,65.3,23.11,05:15,2026-01-13 05:17,2.2,On Time,65,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108641,23461,48C CT,Basin Bridge Depot TO Vallalar Nagar,Basin Bridge Depot,Vallalar Nagar,Adyar Depot,12.9988,80.25588,2025-05-16,10,35,Friday,0,5,Summer,0,Clear,33.7,0.0,66.5,Moderate,47.6,23.72,10:35,2025-05-16 10:40,5.1,Moderate,40,20.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108642,11819,555M,Thiruporur TO Tambaram West,Thiruporur,Tambaram West,Pattipulam Arasamaram,12.66216,80.20917,2026-02-21,22,20,Saturday,1,2,Winter,0,Clear,28.6,0.0,61.6,Moderate,29.3,21.72,22:20,2026-02-21 22:26,6.8,Moderate,43,21.5,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108643,22580,4M CT2,Island ground Terminus TO  Ennore Bus Terminus,Island ground Terminus,Ennore Bus Terminus,Bharathidasan Colony,13.03267,80.20532,2025-08-29,19,45,Friday,0,8,Southwest_Monsoon,1,Heavy Rain,34.3,17.3,77.2,Very High,100.0,25.33,19:45,2025-08-29 20:09,24.2,Severe,80,80.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108644,19682,53G CT2,Iyyapanthangal Depot  to  Padurmedu,Iyyapanthangal Depot  to  Padurmedu,,Church Road,13.07843,80.18103,2025-09-19,12,45,Friday,0,9,Southwest_Monsoon,0,Clear,30.8,0.0,67.6,Moderate,43.5,17.39,12:45,2025-09-19 12:47,2.3,On Time,25,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108645,11603,514Et,Periyapalayam TO Redhills,Periyapalayam,Redhills,Sri Veeras,13.10887,80.28666,2025-11-14,11,30,Friday,0,11,Northeast_Monsoon,0,Heavy Rain,27.0,11.01,74.2,High,46.8,25.13,11:30,2025-11-14 11:49,19.5,Severe,33,33.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108646,23238,44Ct R,Island ground TO  Tondiarpet,Island ground,Tondiarpet,Ayyanar Medu,13.32318,80.11902,2025-02-16,15,20,Sunday,1,2,Winter,0,Clear,27.8,0.0,62.3,Low,17.4,11.22,15:20,2025-02-16 15:22,2.8,On Time,48,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108647,21933,A54C CT2,Pattabiram TO  Poonamallee,Pattabiram,Poonamallee,Anna Arch,13.07632,80.21813,2025-07-20,16,55,Sunday,1,7,Southwest_Monsoon,0,Clear,34.3,0.0,61.9,Moderate,35.7,17.34,16:55,2025-07-20 16:58,3.2,On Time,38,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108648,22051,35C,Ayanavaram B.T TO Korattur,Ayanavaram B.T,Korattur,Koyambedu Market Or Police Station,13.06962,80.20048,2025-04-22,18,25,Tuesday,0,4,Summer,1,Cloudy,31.0,0.0,66.0,Very High,100.0,10.09,18:25,2025-04-22 18:43,18.6,Severe,58,58.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108649,18958,5E,Vadapalani TO Besant Nagar,Vadapalani,Besant Nagar,Ramapuram Ashram,13.0315,80.18386,2026-06-11,14,50,Thursday,0,6,Southwest_Monsoon,0,Clear,32.7,0.0,63.8,Moderate,44.7,11.1,14:50,2026-06-11 14:56,6.1,Moderate,31,15.5,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108650,13143,M88T,Amarambedu East TO Iyyappanthangal,Amarambedu East,Iyyappanthangal,Pudhukuppam Kallur,13.48805,80.20048,2025-08-19,6,0,Tuesday,0,8,Southwest_Monsoon,0,Rainy,30.0,1.27,80.1,Moderate,40.3,25.6,06:00,2025-08-19 06:07,7.8,Moderate,27,13.5,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108651,22580,4M CT2,Island ground Terminus TO  Ennore Bus Terminus,Island ground Terminus,Ennore Bus Terminus,Mugalivakkam,13.02944,80.16838,2025-01-04,20,25,Saturday,1,1,Winter,0,Clear,28.6,0.0,79.7,Moderate,49.7,25.33,20:25,2025-01-04 20:26,1.0,On Time,19,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108652,18298,515M,Kilambakkam Bus Terminus TO Mamallapuram,Kilambakkam Bus Terminus,Mamallapuram,Kalyani Mahal,13.16814,80.23802,2025-01-15,11,30,Wednesday,0,1,Winter,0,Clear,28.4,0.0,64.5,Low,6.5,11.49,11:30,2025-01-15 11:34,4.4,On Time,34,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108653,21933,A54C CT2,Pattabiram TO  Poonamallee,Pattabiram,Poonamallee,Vhs Hospital,13.00359,80.24733,2026-05-14,19,0,Thursday,0,5,Summer,1,Clear,30.8,0.0,62.0,Very High,77.4,17.34,19:00,2026-05-14 19:17,17.9,Severe,82,82.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108654,12581,70H,Hasthinapuram TO M.G.R.Koyambedu,Hasthinapuram,M.G.R.Koyambedu,Kottamedu,12.7106,80.11056,2025-03-27,19,0,Thursday,0,3,Summer,1,Clear,27.3,0.0,61.9,High,80.3,11.69,19:00,2025-03-27 19:10,10.8,Moderate,62,31.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108655,13103,M1,Nanganallur TO Cement Road,Nanganallur,Cement Road,Upparapalayam,13.15755,80.14049,2025-01-01,8,35,Wednesday,0,1,Winter,1,Clear,26.1,0.0,65.0,High,62.6,26.91,08:35,2025-01-01 08:50,15.8,Severe,58,58.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108656,11139,29E,Poonamallee B.T TO Thiruverkadu,Poonamallee B.T,Thiruverkadu,Perungulathur Puo,12.91592,80.08501,2025-04-26,14,45,Saturday,1,4,Summer,0,Clear,29.7,0.0,72.0,Low,25.0,14.06,14:45,2025-04-26 14:46,1.0,On Time,36,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108657,21251,56C CT5,Jothi Nagar TO  Island ground,Jothi Nagar,Island ground,Perungalathur Iraniyamman Temple,12.89743,80.0897,2025-04-29,18,15,Tuesday,0,4,Summer,1,Clear,27.8,0.0,71.0,High,90.6,26.17,18:15,2025-04-29 18:29,14.2,Moderate,76,38.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108658,11601,514Et,Periyapalayam TO M.G.R.Koyambedu,Periyapalayam,M.G.R.Koyambedu,Indira Nagar,12.99566,80.15171,2025-02-13,11,50,Thursday,0,2,Winter,0,Cloudy,26.0,0.0,82.2,Moderate,41.0,22.99,11:50,2025-02-13 12:00,10.1,Moderate,49,24.5,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108659,13154,M19B,Adyar B.T TO Thyagaraya Nagar,Adyar B.T,Thyagaraya Nagar,Kilkondaiyur,13.18003,80.04422,2026-06-29,19,15,Monday,0,6,Southwest_Monsoon,1,Heavy Rain,30.9,13.42,82.0,Very High,100.0,12.64,19:15,2026-06-29 19:50,35.7,Severe,52,52.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108660,23854,54 CT1,Poonamallee Terminus TO Poonamallee Depot,Poonamallee Terminus,Poonamallee Depot,Pandian Theatre,13.11265,80.28176,2025-02-02,14,0,Sunday,1,2,Winter,0,Clear,26.3,0.0,61.7,Low,22.6,22.74,14:00,2025-02-02 14:04,4.6,On Time,38,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108661,22518,17D CT2,K.K.Nagar TO M.G.R.Koyambedu,K.K.Nagar,M.G.R.Koyambedu,Guindy,13.00948,80.21103,2026-02-02,21,25,Monday,0,2,Winter,0,Clear,28.8,0.0,61.3,Moderate,48.3,24.12,21:25,2026-02-02 21:26,1.5,On Time,39,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN108662,22030,44C CT1,Tondiarpet TO Manali,Tondiarpet,Manali,Ella Amman Nagar,13.14196,80.05775,2026-04-02,21,10,Thursday,0,4,Summer,0,Clear,30.2,0.0,55.4,High,61.0,15.79,21:10,2026-04-02 21:13,3.5,On Time,55,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
